fecha,zona,dia_semana,mes,promocion,demanda_lag7,demanda
2023-02-10,3,4,2,0,123.82778902792379,115.11823677409183
2023-02-10,4,4,2,0,154.73369941987139,136.32873305886037
2023-02-11,1,5,2,1,113.86187024636034,134.33840169342662
2023-02-11,2,5,2,0,153.77733188255084,136.02333715765118
2023-02-11,3,5,2,0,161.61891880607678,134.51151391695635
2023-02-11,4,5,2,0,147.1262873839517,160.64303522060544
2023-02-12,1,6,2,0,106.32600713338542,119.28808469169792
2023-02-12,2,6,2,1,111.41257130229438,148.02919745856437
2023-02-12,3,6,2,0,150.6715545836135,138.67445868612032
2023-02-12,4,6,2,0,150.94849671536258,140.01848606911355
2023-02-13,1,0,2,1,123.36959079784337,119.49225779523476
2023-02-13,2,0,2,0,111.07463517410244,114.33055748935134
2023-02-13,3,0,2,1,137.6435061636413,141.82732619895177
2023-02-13,4,0,2,0,166.81901129552458,125.36119975732244
2023-02-14,1,1,2,1,102.9161876779554,122.96455425365282
2023-02-14,2,1,2,0,119.88850694317257,111.86743740666883
2023-02-14,3,1,2,0,151.61673336860673,110.8213922722511
2023-02-14,4,1,2,0,139.36365060247695,134.75752037941368
2023-02-15,1,2,2,0,98.66062237402697,96.60442096933788
2023-02-15,2,2,2,0,93.91605895970832,100.07368007372494
2023-02-15,3,2,2,0,121.14635418732902,132.77063896371817
2023-02-15,4,2,2,0,132.07354979277514,131.88235114132345
2023-02-16,1,3,2,0,94.91753252765136,96.75455915816207
2023-02-16,2,3,2,1,87.39489668836866,123.71688282027831
2023-02-16,3,3,2,1,122.34529628034349,156.0803354930922
2023-02-16,4,3,2,0,143.2802927075204,132.96705294085518
2023-02-17,1,4,2,0,92.09689731688006,85.81540506602856
2023-02-17,2,4,2,0,107.8852318272982,95.89352329010646
2023-02-17,3,4,2,0,115.11823677409183,132.46206773495726
2023-02-17,4,4,2,1,136.32873305886037,159.62292479249015
2023-02-18,1,5,2,1,134.33840169342662,129.4143302246014
2023-02-18,2,5,2,0,136.02333715765118,139.52325401921595
2023-02-18,3,5,2,0,134.51151391695635,152.41151556113076
2023-02-18,4,5,2,0,160.64303522060544,152.83756798901896
2023-02-19,1,6,2,0,119.28808469169792,108.14847240253278
2023-02-19,2,6,2,0,148.02919745856437,134.11168568647565
2023-02-19,3,6,2,0,138.67445868612032,158.5140865306277
2023-02-19,4,6,2,0,140.01848606911355,158.175291161392
2023-02-20,1,0,2,0,119.49225779523476,107.78613122770179
2023-02-20,2,0,2,0,114.33055748935134,108.55263959741188
2023-02-20,3,0,2,0,141.82732619895177,115.26061017183191
2023-02-20,4,0,2,1,125.36119975732244,161.93686559160915
2023-02-21,1,1,2,0,122.96455425365282,103.29242939314996
2023-02-21,2,1,2,0,111.86743740666883,107.49903424819806
2023-02-21,3,1,2,1,110.8213922722511,162.04050221787782
2023-02-21,4,1,2,0,134.75752037941368,125.69252401596458
2023-02-22,1,2,2,0,96.60442096933788,95.74880438247223
2023-02-22,2,2,2,0,100.07368007372494,102.96638410979962
2023-02-22,3,2,2,0,132.77063896371817,118.7193389783708
2023-02-22,4,2,2,0,131.88235114132345,116.12630754342985
2023-02-23,1,3,2,1,96.75455915816207,116.68004023820876
2023-02-23,2,3,2,0,123.71688282027831,112.55637769631333
2023-02-23,3,3,2,0,156.0803354930922,126.89384232635553
2023-02-23,4,3,2,0,132.96705294085518,125.2301985084659
2023-02-24,1,4,2,0,85.81540506602856,83.57374145987447
2023-02-24,2,4,2,1,95.89352329010646,125.59756469014765
2023-02-24,3,4,2,0,132.46206773495726,109.00964218349398
2023-02-24,4,4,2,0,159.62292479249015,124.77041398103516
2023-02-25,1,5,2,0,129.4143302246014,117.29418966407148
2023-02-25,2,5,2,0,139.52325401921595,124.46854809249946
2023-02-25,3,5,2,0,152.41151556113076,135.69213377387067
2023-02-25,4,5,2,0,152.83756798901896,151.54692423475237
2023-02-26,1,6,2,1,108.14847240253278,125.82384201030563
2023-02-26,2,6,2,0,134.11168568647565,122.36533598045743
2023-02-26,3,6,2,0,158.5140865306277,147.8749224836508
2023-02-26,4,6,2,0,158.175291161392,151.44618111822624
2023-02-27,1,0,2,0,107.78613122770179,93.15636317290284
2023-02-27,2,0,2,1,108.55263959741188,137.56457092350863
2023-02-27,3,0,2,0,115.26061017183191,127.30935448530576
2023-02-27,4,0,2,0,161.93686559160915,131.417217998795
2023-02-28,1,1,2,0,103.29242939314996,97.56712200960081
2023-02-28,2,1,2,0,107.49903424819806,108.22582118070274
2023-02-28,3,1,2,1,162.04050221787782,140.5663553107924
2023-02-28,4,1,2,0,125.69252401596458,136.64140288305677
2023-03-01,1,2,3,0,95.74880438247223,97.0851549802158
2023-03-01,2,2,3,0,102.96638410979962,112.1193944963129
2023-03-01,3,2,3,0,118.7193389783708,123.94931335779197
2023-03-01,4,2,3,0,116.12630754342985,154.75356829354254
2023-03-02,1,3,3,1,116.68004023820876,122.43420507965052
2023-03-02,2,3,3,0,112.55637769631333,101.82534334266047
2023-03-02,3,3,3,0,126.89384232635553,118.4662957975188
2023-03-02,4,3,3,0,125.2301985084659,132.85764341059854
2023-03-03,1,4,3,1,83.57374145987447,131.8735006019235
2023-03-03,2,4,3,0,125.59756469014765,105.92149468822835
2023-03-03,3,4,3,0,109.00964218349398,131.45751416193093
2023-03-03,4,4,3,0,124.77041398103516,136.69690960904978
2023-03-04,1,5,3,0,117.29418966407148,119.85496847319608
2023-03-04,2,5,3,0,124.46854809249946,130.296476472503
2023-03-04,3,5,3,0,135.69213377387067,124.64217389596143
2023-03-04,4,5,3,0,151.54692423475237,152.5730012445719
2023-03-05,1,6,3,1,125.82384201030563,129.48989556541719
2023-03-05,2,6,3,0,122.36533598045743,116.30321359361406
2023-03-05,3,6,3,0,147.8749224836508,153.0098869106177
2023-03-05,4,6,3,1,151.44618111822624,170.06416396996178
2023-03-06,1,0,3,1,93.15636317290284,113.5873924687558
2023-03-06,2,0,3,0,137.56457092350863,109.24051363786931
2023-03-06,3,0,3,1,127.30935448530576,138.90243255170202
2023-03-06,4,0,3,0,131.417217998795,139.30798282912866
2023-03-07,1,1,3,0,97.56712200960081,87.98651081954952
2023-03-07,2,1,3,0,108.22582118070274,110.8964898551713
2023-03-07,3,1,3,0,140.5663553107924,123.10589338241336
2023-03-07,4,1,3,0,136.64140288305677,132.48050687394283
2023-03-08,1,2,3,0,97.0851549802158,97.22221842320981
2023-03-08,2,2,3,0,112.1193944963129,100.90088560914268
2023-03-08,3,2,3,0,123.94931335779197,112.13389284112968
2023-03-08,4,2,3,0,154.75356829354254,128.46393079406337
2023-03-09,1,3,3,0,122.43420507965052,90.87536735033967
2023-03-09,2,3,3,1,101.82534334266047,141.23024735796406
2023-03-09,3,3,3,0,118.4662957975188,125.18364603890711
2023-03-09,4,3,3,1,132.85764341059854,150.99824743806295
2023-03-10,1,4,3,0,131.8735006019235,105.70501254315505
2023-03-10,2,4,3,0,105.92149468822835,113.76581263841264
2023-03-10,3,4,3,0,131.45751416193093,127.57487346109367
2023-03-10,4,4,3,1,136.69690960904978,164.09461063039362
2023-03-11,1,5,3,0,119.85496847319608,140.31089972805864
2023-03-11,2,5,3,0,130.296476472503,127.7757929903503
2023-03-11,3,5,3,0,124.64217389596143,143.85702941017058
2023-03-11,4,5,3,1,152.5730012445719,179.10075994744983
2023-03-12,1,6,3,0,129.48989556541719,109.08369503974508
2023-03-12,2,6,3,0,116.30321359361406,123.37544735281759
2023-03-12,3,6,3,1,153.0098869106177,166.89454837719427
2023-03-12,4,6,3,0,170.06416396996178,148.86700190420208
2023-03-13,1,0,3,0,113.5873924687558,101.14169169875069
2023-03-13,2,0,3,0,109.24051363786931,98.03269185353479
2023-03-13,3,0,3,0,138.90243255170202,122.23293117947223
2023-03-13,4,0,3,0,139.30798282912866,138.1144431288353
2023-03-14,1,1,3,0,87.98651081954952,95.67714191856251
2023-03-14,2,1,3,0,110.8964898551713,118.54212640980221
2023-03-14,3,1,3,0,123.10589338241336,122.42401126048169
2023-03-14,4,1,3,0,132.48050687394283,134.66464231006137
2023-03-15,1,2,3,0,97.22221842320981,97.87367290866892
2023-03-15,2,2,3,1,100.90088560914268,129.35577723997255
2023-03-15,3,2,3,0,112.13389284112968,122.047771947199
2023-03-15,4,2,3,0,128.46393079406337,136.83510129193968
2023-03-16,1,3,3,0,90.87536735033967,100.25638853956276
2023-03-16,2,3,3,0,141.23024735796406,99.720242375329
2023-03-16,3,3,3,1,125.18364603890711,141.06202328987692
2023-03-16,4,3,3,0,150.99824743806295,129.8718726720995
2023-03-17,1,4,3,1,105.70501254315505,112.7147699773935
2023-03-17,2,4,3,0,113.76581263841264,105.16338244691482
2023-03-17,3,4,3,0,127.57487346109367,120.01188802255322
2023-03-17,4,4,3,0,164.09461063039362,126.59664045321162
2023-03-18,1,5,3,1,140.31089972805864,135.10953672741334
2023-03-18,2,5,3,0,127.7757929903503,132.62030735183674
2023-03-18,3,5,3,1,143.85702941017058,167.18275008599224
2023-03-18,4,5,3,0,179.10075994744983,150.43807406158854
2023-03-19,1,6,3,0,109.08369503974508,119.24549413561141
2023-03-19,2,6,3,0,123.37544735281759,130.90880632742756
2023-03-19,3,6,3,0,166.89454837719427,152.38847577812027
2023-03-19,4,6,3,0,148.86700190420208,145.77213970220927
2023-03-20,1,0,3,0,101.14169169875069,100.04219617178309
2023-03-20,2,0,3,0,98.03269185353479,102.4592498476409
2023-03-20,3,0,3,1,122.23293117947223,137.52608748681632
2023-03-20,4,0,3,1,138.1144431288353,149.2414554939054
2023-03-21,1,1,3,1,95.67714191856251,117.00563521168678
2023-03-21,2,1,3,0,118.54212640980221,120.06151856415671
2023-03-21,3,1,3,0,122.42401126048169,122.39382818832141
2023-03-21,4,1,3,0,134.66464231006137,124.01559472345086
2023-03-22,1,2,3,0,97.87367290866892,91.27906590214103
2023-03-22,2,2,3,0,129.35577723997255,99.62589080524342
2023-03-22,3,2,3,0,122.047771947199,113.89338618431246
2023-03-22,4,2,3,0,136.83510129193968,117.78107341716571
2023-03-23,1,3,3,0,100.25638853956276,116.02775785948131
2023-03-23,2,3,3,1,99.720242375329,143.8649687669381
2023-03-23,3,3,3,0,141.06202328987692,119.20389653104769
2023-03-23,4,3,3,0,129.8718726720995,130.9982811299499
2023-03-24,1,4,3,0,112.7147699773935,105.70791362989075
2023-03-24,2,4,3,0,105.16338244691482,112.56210425183818
2023-03-24,3,4,3,1,120.01188802255322,142.47368411075996
2023-03-24,4,4,3,0,126.59664045321162,143.68487522379246
2023-03-25,1,5,3,0,135.10953672741334,124.45258410299395
2023-03-25,2,5,3,0,132.62030735183674,125.92959259433803
2023-03-25,3,5,3,0,167.18275008599224,142.5939043299939
2023-03-25,4,5,3,0,150.43807406158854,159.37554952022572
2023-03-26,1,6,3,0,119.24549413561141,115.74689681873528
2023-03-26,2,6,3,0,130.90880632742756,126.98100700012414
2023-03-26,3,6,3,0,152.38847577812027,142.3640654881572
2023-03-26,4,6,3,0,145.77213970220927,165.8125710231634
2023-03-27,1,0,3,0,100.04219617178309,93.76169843656487
2023-03-27,2,0,3,0,102.4592498476409,111.6287896489203
2023-03-27,3,0,3,0,137.52608748681632,123.03306306123893
2023-03-27,4,0,3,0,149.2414554939054,126.93561703300777
2023-03-28,1,1,3,1,117.00563521168678,117.36013215727375
2023-03-28,2,1,3,0,120.06151856415671,115.25703499105151
2023-03-28,3,1,3,0,122.39382818832141,126.48203165736851
2023-03-28,4,1,3,0,124.01559472345086,139.84420164179448
2023-03-29,1,2,3,0,91.27906590214103,88.77649940544305
2023-03-29,2,2,3,0,99.62589080524342,96.7841068853914
2023-03-29,3,2,3,0,113.89338618431246,116.23743628017945
2023-03-29,4,2,3,0,117.78107341716571,133.64525994382907
2023-03-30,1,3,3,0,116.02775785948131,111.63273005128347
2023-03-30,2,3,3,0,143.8649687669381,104.91847929104875
2023-03-30,3,3,3,0,119.20389653104769,124.662004780913
2023-03-30,4,3,3,0,130.9982811299499,129.01048901304034
2023-03-31,1,4,3,0,105.70791362989075,98.05089339112094
2023-03-31,2,4,3,1,112.56210425183818,133.3724597866229
2023-03-31,3,4,3,0,142.47368411075996,129.1655902567581
2023-03-31,4,4,3,0,143.68487522379246,142.63702234921846
2023-04-01,1,5,4,0,124.45258410299395,125.84031877906786
2023-04-01,2,5,4,0,125.92959259433803,136.7963574574835
2023-04-01,3,5,4,0,142.5939043299939,132.53489361519382
2023-04-01,4,5,4,0,159.37554952022572,150.11540350524788
2023-04-02,1,6,4,0,115.74689681873528,112.10488699874337
2023-04-02,2,6,4,0,126.98100700012414,136.4487231527267
2023-04-02,3,6,4,1,142.3640654881572,147.58947074935165
2023-04-02,4,6,4,0,165.8125710231634,137.4817811452458
2023-04-03,1,0,4,0,93.76169843656487,100.82235635310617
2023-04-03,2,0,4,0,111.6287896489203,122.11592322874145
2023-04-03,3,0,4,0,123.03306306123893,129.7765414663513
2023-04-03,4,0,4,0,126.93561703300777,139.67505010566492
2023-04-04,1,1,4,0,117.36013215727375,98.85818034318851
2023-04-04,2,1,4,1,115.25703499105151,140.0150516913747
2023-04-04,3,1,4,1,126.48203165736851,134.52188104590894
2023-04-04,4,1,4,0,139.84420164179448,135.93917865801114
2023-04-05,1,2,4,0,88.77649940544305,86.44703125144794
2023-04-05,2,2,4,0,96.7841068853914,102.74614579257057
2023-04-05,3,2,4,1,116.23743628017945,139.2130053939651
2023-04-05,4,2,4,0,133.64525994382907,133.99172147394307
2023-04-06,1,3,4,1,111.63273005128347,133.18163061167965
2023-04-06,2,3,4,0,104.91847929104875,109.25600173071356
2023-04-06,3,3,4,0,124.662004780913,127.30691305081248
2023-04-06,4,3,4,0,129.01048901304034,123.89371997291506
2023-04-07,1,4,4,1,98.05089339112094,116.32680627632536
2023-04-07,2,4,4,0,133.3724597866229,118.06842613285299
2023-04-07,3,4,4,0,129.1655902567581,114.1493831439586
2023-04-07,4,4,4,0,142.63702234921846,134.901992552703
2023-04-08,1,5,4,0,125.84031877906786,106.53593938906536
2023-04-08,2,5,4,0,136.7963574574835,135.18285741915173
2023-04-08,3,5,4,1,132.53489361519382,169.1475831713989
2023-04-08,4,5,4,1,150.11540350524788,184.8441217568326
2023-04-09,1,6,4,0,112.10488699874337,120.53891920292563
2023-04-09,2,6,4,0,136.4487231527267,125.76204995641689
2023-04-09,3,6,4,0,147.58947074935165,134.07181108252027
2023-04-09,4,6,4,0,137.4817811452458,153.71337146212332
2023-04-10,1,0,4,0,100.82235635310617,97.3513299116527
2023-04-10,2,0,4,0,122.11592322874145,113.41669419242818
2023-04-10,3,0,4,1,129.7765414663513,137.11916649764999
2023-04-10,4,0,4,0,139.67505010566492,121.40114260853213
2023-04-11,1,1,4,1,98.85818034318851,122.09290123580473
2023-04-11,2,1,4,0,140.0150516913747,105.70541430329398
2023-04-11,3,1,4,1,134.52188104590894,134.32213664205543
2023-04-11,4,1,4,1,135.93917865801114,158.32300059688575
2023-04-12,1,2,4,0,86.44703125144794,98.11698410062723
2023-04-12,2,2,4,1,102.74614579257057,119.45545816162932
2023-04-12,3,2,4,0,139.2130053939651,116.14041599086347
2023-04-12,4,2,4,1,133.99172147394307,157.7980211799551
2023-04-13,1,3,4,0,133.18163061167965,80.99092803716508
2023-04-13,2,3,4,0,109.25600173071356,108.4389541467899
2023-04-13,3,3,4,0,127.30691305081248,126.12287067623313
2023-04-13,4,3,4,0,123.89371997291506,138.91676339160728
2023-04-14,1,4,4,0,116.32680627632536,90.6464626830703
2023-04-14,2,4,4,0,118.06842613285299,107.96306349330214
2023-04-14,3,4,4,0,114.1493831439586,117.21439700907321
2023-04-14,4,4,4,0,134.901992552703,135.5709720544399
2023-04-15,1,5,4,0,106.53593938906536,108.36708590998326
2023-04-15,2,5,4,0,135.18285741915173,123.33948327764364
2023-04-15,3,5,4,0,169.1475831713989,147.81346018633775
2023-04-15,4,5,4,0,184.8441217568326,143.65795667608498
2023-04-16,1,6,4,0,120.53891920292563,122.71952518426137
2023-04-16,2,6,4,0,125.76204995641689,131.6826805988604
2023-04-16,3,6,4,1,134.07181108252027,161.749571093121
2023-04-16,4,6,4,0,153.71337146212332,151.5618939935122
2023-04-17,1,0,4,0,97.3513299116527,97.63735678616861
2023-04-17,2,0,4,0,113.41669419242818,107.50073348569715
2023-04-17,3,0,4,0,137.11916649764999,122.44669226149982
2023-04-17,4,0,4,1,121.40114260853213,152.96185055319904
2023-04-18,1,1,4,1,122.09290123580473,123.30041834500737
2023-04-18,2,1,4,1,105.70541430329398,134.5000984522256
2023-04-18,3,1,4,0,134.32213664205543,114.88851264829182
2023-04-18,4,1,4,0,158.32300059688575,134.48555689544392
2023-04-19,1,2,4,0,98.11698410062723,94.77092009051758
2023-04-19,2,2,4,0,119.45545816162932,115.40667657209691
2023-04-19,3,2,4,1,116.14041599086347,153.1161641773948
2023-04-19,4,2,4,1,157.7980211799551,163.3519496259466
2023-04-20,1,3,4,0,80.99092803716508,101.69722834144467
2023-04-20,2,3,4,0,108.4389541467899,128.48791924200464
2023-04-20,3,3,4,0,126.12287067623313,127.62854021158486
2023-04-20,4,3,4,1,138.91676339160728,149.88468790457955
2023-04-21,1,4,4,0,90.6464626830703,96.15625941141406
2023-04-21,2,4,4,0,107.96306349330214,108.5710081170882
2023-04-21,3,4,4,1,117.21439700907321,149.3828159332731
2023-04-21,4,4,4,0,135.5709720544399,147.64061251935163
2023-04-22,1,5,4,0,108.36708590998326,113.60143431036927
2023-04-22,2,5,4,0,123.33948327764364,136.9234219677446
2023-04-22,3,5,4,1,147.81346018633775,160.16645716334756
2023-04-22,4,5,4,1,143.65795667608498,176.26999683664613
2023-04-23,1,6,4,0,122.71952518426137,116.80489171304295
2023-04-23,2,6,4,1,131.6826805988604,151.18404427240085
2023-04-23,3,6,4,0,161.749571093121,129.40236395975157
2023-04-23,4,6,4,0,151.5618939935122,157.72429630209186
2023-04-24,1,0,4,1,97.63735678616861,120.11622309843625
2023-04-24,2,0,4,0,107.50073348569715,111.64795178456652
2023-04-24,3,0,4,0,122.44669226149982,122.87641129809121
2023-04-24,4,0,4,0,152.96185055319904,138.54549154262912
2023-04-25,1,1,4,0,123.30041834500737,117.53209714568463
2023-04-25,2,1,4,0,134.5000984522256,108.67774162380739
2023-04-25,3,1,4,0,114.88851264829182,125.76119949255285
2023-04-25,4,1,4,0,134.48555689544392,135.9401293797859
2023-04-26,1,2,4,0,94.77092009051758,90.5663580409427
2023-04-26,2,2,4,0,115.40667657209691,110.47329246035792
2023-04-26,3,2,4,1,153.1161641773948,147.8452381708337
2023-04-26,4,2,4,0,163.3519496259466,137.40197146232697
2023-04-27,1,3,4,0,101.69722834144467,85.68476883071725
2023-04-27,2,3,4,0,128.48791924200464,107.57294954426219
2023-04-27,3,3,4,0,127.62854021158486,124.69543600719247
2023-04-27,4,3,4,1,149.88468790457955,130.80806267884287
2023-04-28,1,4,4,0,96.15625941141406,99.91714487413599
2023-04-28,2,4,4,0,108.5710081170882,117.30055974822497
2023-04-28,3,4,4,0,149.3828159332731,124.3499522505263
2023-04-28,4,4,4,1,147.64061251935163,160.52952846380737
2023-04-29,1,5,4,1,113.60143431036927,131.5596341434644
2023-04-29,2,5,4,0,136.9234219677446,121.58418406380545
2023-04-29,3,5,4,0,160.16645716334756,134.03485342083565
2023-04-29,4,5,4,0,176.26999683664613,144.20601113529858
2023-04-30,1,6,4,0,116.80489171304295,98.21399260750403
2023-04-30,2,6,4,1,151.18404427240085,137.38694962315856
